Model,Organism,Subsystem,Frac_RXNS,Frac_TICs
iECS88_1305,Escherichia coli S88,"Histidine Biosynthesis",0.00826446280991736,0.0178571428571429
iECS88_1305,Escherichia coli S88,"Inorganic Ion Transport and Metabolism",0.0247933884297521,0.107142857142857
iECS88_1305,Escherichia coli S88,"Membrane Lipid Metabolism",0.231404958677686,0.154761904761905
iECS88_1305,Escherichia coli S88,"Nucleotide Salvage Pathway",0.0330578512396694,0.0476190476190476
iECS88_1305,Escherichia coli S88,"Oxidative Phosphorylation",0.00826446280991736,0.0297619047619048
iECS88_1305,Escherichia coli S88,"Purine and Pyrimidine Biosynthesis",0.0247933884297521,0.0178571428571429
iECS88_1305,Escherichia coli S88,"Pyruvate Metabolism",0.0247933884297521,0.0178571428571429
iECS88_1305,Escherichia coli S88,"Transport",0.0330578512396694,0.0714285714285714
iECS88_1305,Escherichia coli S88,"Transport Outer Membrane Porin",0.347107438016529,0.238095238095238
iECS88_1305,Escherichia coli S88,"Transport, ABC system",0.0247933884297521,0.0119047619047619
iECS88_1305,Escherichia coli S88,"Transport, Outer Membrane",0.00826446280991736,0.00595238095238095
iECSE_1348,Escherichia coli SE11,"Alanine, Aspartate, and Glutamate Metabolism",0.0166666666666667,0.0277777777777778
iECSE_1348,Escherichia coli SE11,"Alternate Carbon Metabolism",0.1,0.0555555555555556
iECSE_1348,Escherichia coli SE11,"Amino acid metabolism: Phenylalanine, Tyrosine, Tryptophan biosynthesis",0.00833333333333333,0.00694444444444444
iECSE_1348,Escherichia coli SE11,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0166666666666667,0.0277777777777778
iECSE_1348,Escherichia coli SE11,"Citrate cycle (TCA cycle)",0.00833333333333333,0.00694444444444444
iECSE_1348,Escherichia coli SE11,"Cofactor and Prosthetic Group Biosynthesis",0.0166666666666667,0.00694444444444444
iECSE_1348,Escherichia coli SE11,"Exchange",0.0166666666666667,0.0208333333333333
iECSE_1348,Escherichia coli SE11,"Folate Biosynthesis",0.0166666666666667,0.00694444444444444
iECSE_1348,Escherichia coli SE11,"Glycolysis and Gluconeogenesis",0.05,0.0208333333333333
iECSE_1348,Escherichia coli SE11,"Histidine Biosynthesis",0.00833333333333333,0.0208333333333333
iECSE_1348,Escherichia coli SE11,"Inorganic Ion Transport and Metabolism",0.025,0.138888888888889
iECSE_1348,Escherichia coli SE11,"Membrane Lipid Metabolism",0.183333333333333,0.0763888888888889
iECSE_1348,Escherichia coli SE11,"Nucleotide Salvage Pathway",0.0333333333333333,0.0555555555555556
iECSE_1348,Escherichia coli SE11,"Oxidative Phosphorylation",0.00833333333333333,0.0347222222222222
iECSE_1348,Escherichia coli SE11,"Purine and Pyrimidine Biosynthesis",0.025,0.0208333333333333
iECSE_1348,Escherichia coli SE11,"Pyruvate Metabolism",0.025,0.0208333333333333
iECSE_1348,Escherichia coli SE11,"Transport",0.0333333333333333,0.104166666666667
iECSE_1348,Escherichia coli SE11,"Transport Outer Membrane Porin",0.375,0.305555555555556
iECSE_1348,Escherichia coli SE11,"Transport, ABC system",0.025,0.0347222222222222
iECSE_1348,Escherichia coli SE11,"Transport, Outer Membrane",0.00833333333333333,0.00694444444444444
iECSF_1327,Escherichia coli SE15,"Alanine, Aspartate, and Glutamate Metabolism",0.0172413793103448,0.0285714285714286
iECSF_1327,Escherichia coli SE15,"Alternate Carbon Metabolism",0.0862068965517241,0.0428571428571429
iECSF_1327,Escherichia coli SE15,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0172413793103448,0.0285714285714286
iECSF_1327,Escherichia coli SE15,"Citrate cycle (TCA cycle)",0.00862068965517241,0.00714285714285714
iECSF_1327,Escherichia coli SE15,"Cofactor and Prosthetic Group Biosynthesis",0.0172413793103448,0.00714285714285714
iECSF_1327,Escherichia coli SE15,"Exchange",0.00862068965517241,0.0142857142857143
iECSF_1327,Escherichia coli SE15,"Folate Biosynthesis",0.0172413793103448,0.00714285714285714
iECSF_1327,Escherichia coli SE15,"Glycolysis and Gluconeogenesis",0.0517241379310345,0.0214285714285714
iECSF_1327,Escherichia coli SE15,"Histidine Biosynthesis",0.00862068965517241,0.0214285714285714
iECSF_1327,Escherichia coli SE15,"Inorganic Ion Transport and Metabolism",0.0258620689655172,0.142857142857143
iECSF_1327,Escherichia coli SE15,"Membrane Lipid Metabolism",0.189655172413793,0.0785714285714286
iECSF_1327,Escherichia coli SE15,"Nucleotide Salvage Pathway",0.0344827586206897,0.0571428571428571
iECSF_1327,Escherichia coli SE15,"Oxidative Phosphorylation",0.00862068965517241,0.0357142857142857
iECSF_1327,Escherichia coli SE15,"Purine and Pyrimidine Biosynthesis",0.0258620689655172,0.0214285714285714
iECSF_1327,Escherichia coli SE15,"Pyruvate Metabolism",0.0258620689655172,0.0214285714285714
iECSF_1327,Escherichia coli SE15,"Transport",0.0344827586206897,0.107142857142857
iECSF_1327,Escherichia coli SE15,"Transport Outer Membrane Porin",0.387931034482759,0.314285714285714
iECSF_1327,Escherichia coli SE15,"Transport, ABC system",0.0258620689655172,0.0357142857142857
iECSF_1327,Escherichia coli SE15,"Transport, Outer Membrane",0.00862068965517241,0.00714285714285714
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Alanine, Aspartate, and Glutamate Metabolism",0.0181818181818182,0.0291970802919708
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Alternate Carbon Metabolism",0.0909090909090909,0.0437956204379562
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0181818181818182,0.0291970802919708
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Citrate cycle (TCA cycle)",0.00909090909090909,0.0072992700729927
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Cofactor and Prosthetic Group Biosynthesis",0.0181818181818182,0.0072992700729927
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Exchange",0.00909090909090909,0.0145985401459854
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Folate Biosynthesis",0.0181818181818182,0.0072992700729927
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Glycolysis and Gluconeogenesis",0.0545454545454545,0.0218978102189781
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Histidine Biosynthesis",0.00909090909090909,0.0218978102189781
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Inorganic Ion Transport and Metabolism",0.0272727272727273,0.145985401459854
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Membrane Lipid Metabolism",0.2,0.0802919708029197
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Nucleotide Salvage Pathway",0.0363636363636364,0.0583941605839416
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Oxidative Phosphorylation",0.00909090909090909,0.0364963503649635
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Purine and Pyrimidine Biosynthesis",0.0272727272727273,0.0218978102189781
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Pyruvate Metabolism",0.0272727272727273,0.0218978102189781
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Transport",0.0363636363636364,0.109489051094891
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Transport Outer Membrane Porin",0.354545454545455,0.299270072992701
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Transport, ABC system",0.0272727272727273,0.0364963503649635
iECSP_1301,Escherichia coli O157:H7 str. TW14359,"Transport, Outer Membrane",0.00909090909090909,0.0072992700729927
iECUMN_1333,Escherichia coli UMN026,"Alanine, Aspartate, and Glutamate Metabolism",0.0175438596491228,0.0261437908496732
iECUMN_1333,Escherichia coli UMN026,"Alternate Carbon Metabolism",0.114035087719298,0.0784313725490196
iECUMN_1333,Escherichia coli UMN026,"Amino acid metabolism: Phenylalanine, Tyrosine, Tryptophan biosynthesis",0.0087719298245614,0.0065359477124183
iECUMN_1333,Escherichia coli UMN026,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0175438596491228,0.0261437908496732
iECUMN_1333,Escherichia coli UMN026,"Citrate cycle (TCA cycle)",0.0087719298245614,0.0065359477124183
iECUMN_1333,Escherichia coli UMN026,"Cofactor and Prosthetic Group Biosynthesis",0.0175438596491228,0.0065359477124183
iECUMN_1333,Escherichia coli UMN026,"Exchange",0.0087719298245614,0.0065359477124183
iECUMN_1333,Escherichia coli UMN026,"Folate Biosynthesis",0.0175438596491228,0.0065359477124183
iECUMN_1333,Escherichia coli UMN026,"Glycolysis and Gluconeogenesis",0.0526315789473684,0.0196078431372549
iECUMN_1333,Escherichia coli UMN026,"Histidine Biosynthesis",0.0087719298245614,0.0196078431372549
iECUMN_1333,Escherichia coli UMN026,"Inorganic Ion Transport and Metabolism",0.0263157894736842,0.130718954248366
iECUMN_1333,Escherichia coli UMN026,"Membrane Lipid Metabolism",0.192982456140351,0.0718954248366013
iECUMN_1333,Escherichia coli UMN026,"Nucleotide Salvage Pathway",0.0350877192982456,0.0522875816993464
iECUMN_1333,Escherichia coli UMN026,"Oxidative Phosphorylation",0.0087719298245614,0.0326797385620915
iECUMN_1333,Escherichia coli UMN026,"Purine and Pyrimidine Biosynthesis",0.0263157894736842,0.0196078431372549
iECUMN_1333,Escherichia coli UMN026,"Pyruvate Metabolism",0.0263157894736842,0.0196078431372549
iECUMN_1333,Escherichia coli UMN026,"Transport",0.0350877192982456,0.0980392156862745
iECUMN_1333,Escherichia coli UMN026,"Transport Inner Membrane",0.0087719298245614,0.0261437908496732
iECUMN_1333,Escherichia coli UMN026,"Transport Outer Membrane Porin",0.324561403508772,0.281045751633987
iECUMN_1333,Escherichia coli UMN026,"Transport, ABC system",0.0350877192982456,0.0588235294117647
iECUMN_1333,Escherichia coli UMN026,"Transport, Outer Membrane",0.0087719298245614,0.0065359477124183
iECW_1372,Escherichia coli W,"Alanine, Aspartate, and Glutamate Metabolism",0.0175438596491228,0.0283687943262411
iECW_1372,Escherichia coli W,"Alternate Carbon Metabolism",0.105263157894737,0.0567375886524823
iECW_1372,Escherichia coli W,"Amino acid metabolism: Phenylalanine, Tyrosine, Tryptophan biosynthesis",0.0087719298245614,0.00709219858156028
iECW_1372,Escherichia coli W,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0175438596491228,0.0283687943262411
iECW_1372,Escherichia coli W,"Citrate cycle (TCA cycle)",0.0087719298245614,0.00709219858156028
iECW_1372,Escherichia coli W,"Cofactor and Prosthetic Group Biosynthesis",0.0175438596491228,0.00709219858156028
iECW_1372,Escherichia coli W,"Exchange",0.0175438596491228,0.0212765957446809
iECW_1372,Escherichia coli W,"Folate Biosynthesis",0.0175438596491228,0.00709219858156028
iECW_1372,Escherichia coli W,"Glycolysis and Gluconeogenesis",0.0526315789473684,0.0212765957446809
iECW_1372,Escherichia coli W,"Histidine Biosynthesis",0.0087719298245614,0.0212765957446809
iECW_1372,Escherichia coli W,"Inorganic Ion Transport and Metabolism",0.0263157894736842,0.141843971631206
iECW_1372,Escherichia coli W,"Membrane Lipid Metabolism",0.192982456140351,0.0780141843971631
iECW_1372,Escherichia coli W,"Nucleotide Salvage Pathway",0.0350877192982456,0.0567375886524823
iECW_1372,Escherichia coli W,"Oxidative Phosphorylation",0.0087719298245614,0.0354609929078014
iECW_1372,Escherichia coli W,"Purine and Pyrimidine Biosynthesis",0.0263157894736842,0.0212765957446809
iECW_1372,Escherichia coli W,"Pyruvate Metabolism",0.0263157894736842,0.0212765957446809
iECW_1372,Escherichia coli W,"Transport",0.0350877192982456,0.106382978723404
iECW_1372,Escherichia coli W,"Transport Outer Membrane Porin",0.342105263157895,0.290780141843972
iECW_1372,Escherichia coli W,"Transport, ABC system",0.0263157894736842,0.0354609929078014
iECW_1372,Escherichia coli W,"Transport, Outer Membrane",0.0087719298245614,0.00709219858156028
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Alanine, Aspartate, and Glutamate Metabolism",0.0181818181818182,0.0291970802919708
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Alternate Carbon Metabolism",0.0909090909090909,0.0437956204379562
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0181818181818182,0.0291970802919708
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Citrate cycle (TCA cycle)",0.00909090909090909,0.0072992700729927
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Cofactor and Prosthetic Group Biosynthesis",0.0181818181818182,0.0072992700729927
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Exchange",0.00909090909090909,0.0145985401459854
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Folate Biosynthesis",0.0181818181818182,0.0072992700729927
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Glycolysis and Gluconeogenesis",0.0545454545454545,0.0218978102189781
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Histidine Biosynthesis",0.00909090909090909,0.0218978102189781
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Inorganic Ion Transport and Metabolism",0.0272727272727273,0.145985401459854
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Membrane Lipid Metabolism",0.2,0.0802919708029197
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Nucleotide Salvage Pathway",0.0363636363636364,0.0583941605839416
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Oxidative Phosphorylation",0.00909090909090909,0.0364963503649635
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Purine and Pyrimidine Biosynthesis",0.0272727272727273,0.0218978102189781
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Pyruvate Metabolism",0.0272727272727273,0.0218978102189781
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Transport",0.0363636363636364,0.109489051094891
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Transport Outer Membrane Porin",0.354545454545455,0.299270072992701
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Transport, ABC system",0.0272727272727273,0.0364963503649635
iECs_1301,Escherichia coli O157:H7 str. Sakai,"Transport, Outer Membrane",0.00909090909090909,0.0072992700729927
iEK1008,Mycobacterium tuberculosis H37Rv,"Alanine, Aspartate, and Glutamate Metabolism",0.15,0.2
iEK1008,Mycobacterium tuberculosis H37Rv,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.1,0.1
iEK1008,Mycobacterium tuberculosis H37Rv,"Citrate cycle (TCA cycle)",0.1,0.1
iEK1008,Mycobacterium tuberculosis H37Rv,"Cofactor and Prosthetic Group Biosynthesis",0.05,0.1
iEK1008,Mycobacterium tuberculosis H37Rv,"Folate Biosynthesis",0.1,0.1
iEK1008,Mycobacterium tuberculosis H37Rv,"Oxidative Phosphorylation",0.1,0.1
iEK1008,Mycobacterium tuberculosis H37Rv,"Purine and Pyrimidine Biosynthesis",0.15,0.1
iEK1008,Mycobacterium tuberculosis H37Rv,"Redox Metabolism",0.1,0.1
iEK1008,Mycobacterium tuberculosis H37Rv,"Transport",0.15,0.1
iEKO11_1354,Escherichia coli KO11FL,"Alanine, Aspartate, and Glutamate Metabolism",0.0175438596491228,0.0283687943262411
iEKO11_1354,Escherichia coli KO11FL,"Alternate Carbon Metabolism",0.105263157894737,0.0567375886524823
iEKO11_1354,Escherichia coli KO11FL,"Amino acid metabolism: Phenylalanine, Tyrosine, Tryptophan biosynthesis",0.0087719298245614,0.00709219858156028
iEKO11_1354,Escherichia coli KO11FL,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0175438596491228,0.0283687943262411
iEKO11_1354,Escherichia coli KO11FL,"Citrate cycle (TCA cycle)",0.0087719298245614,0.00709219858156028
iEKO11_1354,Escherichia coli KO11FL,"Cofactor and Prosthetic Group Biosynthesis",0.0175438596491228,0.00709219858156028
iEKO11_1354,Escherichia coli KO11FL,"Exchange",0.0175438596491228,0.0212765957446809
iEKO11_1354,Escherichia coli KO11FL,"Folate Biosynthesis",0.0175438596491228,0.00709219858156028
iEKO11_1354,Escherichia coli KO11FL,"Glycolysis and Gluconeogenesis",0.0526315789473684,0.0212765957446809
iEKO11_1354,Escherichia coli KO11FL,"Histidine Biosynthesis",0.0087719298245614,0.0212765957446809
iEKO11_1354,Escherichia coli KO11FL,"Inorganic Ion Transport and Metabolism",0.0263157894736842,0.141843971631206
iEKO11_1354,Escherichia coli KO11FL,"Membrane Lipid Metabolism",0.192982456140351,0.0780141843971631
iEKO11_1354,Escherichia coli KO11FL,"Nucleotide Salvage Pathway",0.0350877192982456,0.0567375886524823
iEKO11_1354,Escherichia coli KO11FL,"Oxidative Phosphorylation",0.0087719298245614,0.0354609929078014
iEKO11_1354,Escherichia coli KO11FL,"Purine and Pyrimidine Biosynthesis",0.0263157894736842,0.0212765957446809
iEKO11_1354,Escherichia coli KO11FL,"Pyruvate Metabolism",0.0263157894736842,0.0212765957446809
iEKO11_1354,Escherichia coli KO11FL,"Transport",0.0350877192982456,0.106382978723404
iEKO11_1354,Escherichia coli KO11FL,"Transport Outer Membrane Porin",0.342105263157895,0.290780141843972
iEKO11_1354,Escherichia coli KO11FL,"Transport, ABC system",0.0263157894736842,0.0354609929078014
iEKO11_1354,Escherichia coli KO11FL,"Transport, Outer Membrane",0.0087719298245614,0.00709219858156028
iETEC_1333,Escherichia coli ETEC H10407,"Alanine, Aspartate, and Glutamate Metabolism",0.0173913043478261,0.0310077519379845
iETEC_1333,Escherichia coli ETEC H10407,"Alternate Carbon Metabolism",0.0869565217391304,0.0465116279069767
iETEC_1333,Escherichia coli ETEC H10407,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0173913043478261,0.0310077519379845
iETEC_1333,Escherichia coli ETEC H10407,"Citrate cycle (TCA cycle)",0.00869565217391304,0.00775193798449612
iETEC_1333,Escherichia coli ETEC H10407,"Cofactor and Prosthetic Group Biosynthesis",0.0173913043478261,0.00775193798449612
iETEC_1333,Escherichia coli ETEC H10407,"Exchange",0.00869565217391304,0.0155038759689922
iETEC_1333,Escherichia coli ETEC H10407,"Folate Biosynthesis",0.0173913043478261,0.00775193798449612
iETEC_1333,Escherichia coli ETEC H10407,"Glycolysis and Gluconeogenesis",0.0521739130434783,0.0232558139534884
iETEC_1333,Escherichia coli ETEC H10407,"Histidine Biosynthesis",0.00869565217391304,0.0232558139534884
iETEC_1333,Escherichia coli ETEC H10407,"Inorganic Ion Transport and Metabolism",0.0260869565217391,0.13953488372093
iETEC_1333,Escherichia coli ETEC H10407,"Membrane Lipid Metabolism",0.191304347826087,0.0852713178294574
iETEC_1333,Escherichia coli ETEC H10407,"Nucleotide Salvage Pathway",0.0347826086956522,0.062015503875969
iETEC_1333,Escherichia coli ETEC H10407,"Oxidative Phosphorylation",0.00869565217391304,0.0387596899224806
iETEC_1333,Escherichia coli ETEC H10407,"Purine and Pyrimidine Biosynthesis",0.0260869565217391,0.0232558139534884
iETEC_1333,Escherichia coli ETEC H10407,"Pyruvate Metabolism",0.0260869565217391,0.0232558139534884
iETEC_1333,Escherichia coli ETEC H10407,"Transport",0.0347826086956522,0.0930232558139535
iETEC_1333,Escherichia coli ETEC H10407,"Transport Outer Membrane Porin",0.382608695652174,0.317829457364341
iETEC_1333,Escherichia coli ETEC H10407,"Transport, ABC system",0.0260869565217391,0.0155038759689922
iETEC_1333,Escherichia coli ETEC H10407,"Transport, Outer Membrane",0.00869565217391304,0.00775193798449612
iEcDH1_1363,Escherichia coli DH1,"Alanine, Aspartate, and Glutamate Metabolism",0.0172413793103448,0.0285714285714286
iEcDH1_1363,Escherichia coli DH1,"Alternate Carbon Metabolism",0.0862068965517241,0.0428571428571429
iEcDH1_1363,Escherichia coli DH1,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0172413793103448,0.0285714285714286
iEcDH1_1363,Escherichia coli DH1,"Citrate cycle (TCA cycle)",0.00862068965517241,0.00714285714285714
iEcDH1_1363,Escherichia coli DH1,"Cofactor and Prosthetic Group Biosynthesis",0.0172413793103448,0.00714285714285714
iEcDH1_1363,Escherichia coli DH1,"Exchange",0.00862068965517241,0.0142857142857143
iEcDH1_1363,Escherichia coli DH1,"Folate Biosynthesis",0.0172413793103448,0.00714285714285714
iEcDH1_1363,Escherichia coli DH1,"Glycolysis and Gluconeogenesis",0.0517241379310345,0.0214285714285714
iEcDH1_1363,Escherichia coli DH1,"Histidine Biosynthesis",0.00862068965517241,0.0214285714285714
iEcDH1_1363,Escherichia coli DH1,"Inorganic Ion Transport and Metabolism",0.0258620689655172,0.142857142857143
iEcDH1_1363,Escherichia coli DH1,"Membrane Lipid Metabolism",0.189655172413793,0.0785714285714286
iEcDH1_1363,Escherichia coli DH1,"Nucleotide Salvage Pathway",0.0344827586206897,0.0571428571428571
iEcDH1_1363,Escherichia coli DH1,"Oxidative Phosphorylation",0.00862068965517241,0.0357142857142857
iEcDH1_1363,Escherichia coli DH1,"Purine and Pyrimidine Biosynthesis",0.0258620689655172,0.0214285714285714
iEcDH1_1363,Escherichia coli DH1,"Pyruvate Metabolism",0.0258620689655172,0.0214285714285714
iEcDH1_1363,Escherichia coli DH1,"Transport",0.0344827586206897,0.107142857142857
iEcDH1_1363,Escherichia coli DH1,"Transport Outer Membrane Porin",0.387931034482759,0.314285714285714
iEcDH1_1363,Escherichia coli DH1,"Transport, ABC system",0.0258620689655172,0.0357142857142857
iEcDH1_1363,Escherichia coli DH1,"Transport, Outer Membrane",0.00862068965517241,0.00714285714285714
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Alanine, Aspartate, and Glutamate Metabolism",0.0175438596491228,0.0261437908496732
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Alternate Carbon Metabolism",0.0964912280701754,0.065359477124183
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0175438596491228,0.0261437908496732
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Citrate cycle (TCA cycle)",0.0087719298245614,0.0065359477124183
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Cofactor and Prosthetic Group Biosynthesis",0.0175438596491228,0.0065359477124183
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Exchange",0.0087719298245614,0.0130718954248366
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Folate Biosynthesis",0.0175438596491228,0.0065359477124183
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Glycolysis and Gluconeogenesis",0.0526315789473684,0.0196078431372549
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Histidine Biosynthesis",0.0087719298245614,0.0196078431372549
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Inorganic Ion Transport and Metabolism",0.0263157894736842,0.130718954248366
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Membrane Lipid Metabolism",0.192982456140351,0.0718954248366013
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Nucleotide Salvage Pathway",0.0350877192982456,0.0522875816993464
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Oxidative Phosphorylation",0.0087719298245614,0.0326797385620915
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Purine and Pyrimidine Biosynthesis",0.0263157894736842,0.0196078431372549
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Pyruvate Metabolism",0.0263157894736842,0.0196078431372549
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Transport",0.0350877192982456,0.0980392156862745
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Transport Inner Membrane",0.0087719298245614,0.0261437908496732
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Transport Outer Membrane Porin",0.350877192982456,0.294117647058824
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Transport, ABC system",0.0350877192982456,0.0588235294117647
iEcE24377_1341,Escherichia coli O139:H28 str. E24377A,"Transport, Outer Membrane",0.0087719298245614,0.0065359477124183
iEcHS_1320,Escherichia coli HS,"Alanine, Aspartate, and Glutamate Metabolism",0.018348623853211,0.0317460317460317
iEcHS_1320,Escherichia coli HS,"Alternate Carbon Metabolism",0.110091743119266,0.0634920634920635
iEcHS_1320,Escherichia coli HS,"Amino acid metabolism: Phenylalanine, Tyrosine, Tryptophan biosynthesis",0.00917431192660551,0.00793650793650794
iEcHS_1320,Escherichia coli HS,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.018348623853211,0.0317460317460317
iEcHS_1320,Escherichia coli HS,"Citrate cycle (TCA cycle)",0.00917431192660551,0.00793650793650794
iEcHS_1320,Escherichia coli HS,"Cofactor and Prosthetic Group Biosynthesis",0.018348623853211,0.00793650793650794
iEcHS_1320,Escherichia coli HS,"Exchange",0.00917431192660551,0.00793650793650794
iEcHS_1320,Escherichia coli HS,"Folate Biosynthesis",0.018348623853211,0.00793650793650794
iEcHS_1320,Escherichia coli HS,"Glycolysis and Gluconeogenesis",0.055045871559633,0.0238095238095238
iEcHS_1320,Escherichia coli HS,"Histidine Biosynthesis",0.00917431192660551,0.0238095238095238
iEcHS_1320,Escherichia coli HS,"Inorganic Ion Transport and Metabolism",0.0275229357798165,0.142857142857143
iEcHS_1320,Escherichia coli HS,"Membrane Lipid Metabolism",0.201834862385321,0.0873015873015873
iEcHS_1320,Escherichia coli HS,"Nucleotide Salvage Pathway",0.036697247706422,0.0634920634920635
iEcHS_1320,Escherichia coli HS,"Oxidative Phosphorylation",0.00917431192660551,0.0396825396825397
iEcHS_1320,Escherichia coli HS,"Purine and Pyrimidine Biosynthesis",0.0275229357798165,0.0238095238095238
iEcHS_1320,Escherichia coli HS,"Pyruvate Metabolism",0.0275229357798165,0.0238095238095238
iEcHS_1320,Escherichia coli HS,"Transport",0.036697247706422,0.0952380952380952
iEcHS_1320,Escherichia coli HS,"Transport Outer Membrane Porin",0.321100917431193,0.285714285714286
iEcHS_1320,Escherichia coli HS,"Transport, ABC system",0.0275229357798165,0.0158730158730159
iEcHS_1320,Escherichia coli HS,"Transport, Outer Membrane",0.00917431192660551,0.00793650793650794
iEcSMS35_1347,Escherichia coli SMS-3-5,"Alanine, Aspartate, and Glutamate Metabolism",0.0172413793103448,0.0285714285714286
iEcSMS35_1347,Escherichia coli SMS-3-5,"Alternate Carbon Metabolism",0.0862068965517241,0.0428571428571429
iEcSMS35_1347,Escherichia coli SMS-3-5,"Amino acid metabolism: Valine, Leucine and Isoleucine biosynthesis",0.0172413793103448,0.0285714285714286
iEcSMS35_1347,Escherichia coli SMS-3-5,"Citrate cycle (TCA cycle)",0.00862068965517241,0.00714285714285714
iEcSMS35_1347,Escherichia coli SMS-3-5,"Cofactor and Prosthetic Group Biosynthesis",0.0172413793103448,0.00714285714285714
iEcSMS35_1347,Escherichia coli SMS-3-5,"Exchange",0.00862068965517241,0.0142857142857143
iEcSMS35_1347,Escherichia coli SMS-3-5,"Folate Biosynthesis",0.0172413793103448,0.00714285714285714
iEcSMS35_1347,Escherichia coli SMS-3-5,"Glycolysis and Gluconeogenesis",0.0517241379310345,0.0214285714285714
iEcSMS35_1347,Escherichia coli SMS-3-5,"Histidine Biosynthesis",0.00862068965517241,0.0214285714285714
iEcSMS35_1347,Escherichia coli SMS-3-5,"Inorganic Ion Transport and Metabolism",0.0258620689655172,0.142857142857143
iEcSMS35_1347,Escherichia coli SMS-3-5,"Membrane Lipid Metabolism",0.189655172413793,0.0785714285714286
iEcSMS35_1347,Escherichia coli SMS-3-5,"Nucleotide Salvage Pathway",0.0344827586206897,0.0571428571428571
iEcSMS35_1347,Escherichia coli SMS-3-5,"Oxidative Phosphorylation",0.00862068965517241,0.0357142857142857
